FileName,Relative_Path,Crop,SubType,Ground_Truth,Model_Prediction,Confidence
Augmented_0_9035.jpeg,RAW_DATA\03_Carambola\biotic\Leaf_Carl_Virus\Augmented_0_9035.jpeg,Carambola,Leaf_Carl_Virus,Biotic,Abiotic,0.8556
MSV_1037.JPEG,RAW_DATA\07_Mazie\biotic\MSV\MSV_1037.JPEG,Mazie,MSV,Biotic,Abiotic,0.8330
train_104.jpg,RAW_DATA\08_Wheat\biotic\WheatLeafRust\train_104.jpg,Wheat,WheatLeafRust,Biotic,Abiotic,0.9985
train_199.jpg,RAW_DATA\08_Wheat\biotic\WheatLeafRust\train_199.jpg,Wheat,WheatLeafRust,Biotic,Abiotic,0.9029
train_225.jpg,RAW_DATA\08_Wheat\biotic\WheatLeafRust\train_225.jpg,Wheat,WheatLeafRust,Biotic,Abiotic,0.9839
Augmented_0_1049.jpeg,RAW_DATA\09_AloeVera\abiotic\Healthy\Augmented_0_1049.jpeg,AloeVera,Healthy,Abiotic,Biotic,0.7420
Augmented_0_1882.jpeg,RAW_DATA\09_AloeVera\abiotic\Healthy\Augmented_0_1882.jpeg,AloeVera,Healthy,Abiotic,Biotic,0.9196
Augmented_0_20.jpeg,RAW_DATA\09_AloeVera\abiotic\Healthy\Augmented_0_20.jpeg,AloeVera,Healthy,Abiotic,Biotic,0.7579
Augmented_0_2414.jpeg,RAW_DATA\09_AloeVera\abiotic\Healthy\Augmented_0_2414.jpeg,AloeVera,Healthy,Abiotic,Biotic,0.5713
Augmented_0_2765.jpeg,RAW_DATA\09_AloeVera\abiotic\Healthy\Augmented_0_2765.jpeg,AloeVera,Healthy,Abiotic,Biotic,0.5483
Augmented_0_3365.jpeg,RAW_DATA\09_AloeVera\abiotic\Healthy\Augmented_0_3365.jpeg,AloeVera,Healthy,Abiotic,Biotic,0.7021
Augmented_0_3408.jpeg,RAW_DATA\09_AloeVera\abiotic\Healthy\Augmented_0_3408.jpeg,AloeVera,Healthy,Abiotic,Biotic,0.9337
Augmented_0_3434.jpeg,RAW_DATA\09_AloeVera\abiotic\Healthy\Augmented_0_3434.jpeg,AloeVera,Healthy,Abiotic,Biotic,0.6239
Augmented_0_4413.jpeg,RAW_DATA\09_AloeVera\abiotic\Healthy\Augmented_0_4413.jpeg,AloeVera,Healthy,Abiotic,Biotic,0.6879
Augmented_0_5094.jpeg,RAW_DATA\09_AloeVera\abiotic\Healthy\Augmented_0_5094.jpeg,AloeVera,Healthy,Abiotic,Biotic,0.7161
Augmented_0_5181.jpeg,RAW_DATA\09_AloeVera\abiotic\Healthy\Augmented_0_5181.jpeg,AloeVera,Healthy,Abiotic,Biotic,0.7232
Augmented_0_6249.jpeg,RAW_DATA\09_AloeVera\abiotic\Healthy\Augmented_0_6249.jpeg,AloeVera,Healthy,Abiotic,Biotic,0.5925
Augmented_0_6474.jpeg,RAW_DATA\09_AloeVera\abiotic\Healthy\Augmented_0_6474.jpeg,AloeVera,Healthy,Abiotic,Biotic,0.5015
Augmented_0_7159.jpeg,RAW_DATA\09_AloeVera\abiotic\Healthy\Augmented_0_7159.jpeg,AloeVera,Healthy,Abiotic,Biotic,0.5601
Augmented_0_7526.jpeg,RAW_DATA\09_AloeVera\abiotic\Healthy\Augmented_0_7526.jpeg,AloeVera,Healthy,Abiotic,Biotic,0.8427
Augmented_0_8039.jpeg,RAW_DATA\09_AloeVera\abiotic\Healthy\Augmented_0_8039.jpeg,AloeVera,Healthy,Abiotic,Biotic,0.8599
Augmented_0_1067.jpeg,RAW_DATA\09_AloeVera\abiotic\Sunburn\Augmented_0_1067.jpeg,AloeVera,Sunburn,Abiotic,Biotic,0.9886
Augmented_0_1732.jpeg,RAW_DATA\09_AloeVera\abiotic\Sunburn\Augmented_0_1732.jpeg,AloeVera,Sunburn,Abiotic,Biotic,0.6149
Augmented_0_1974.jpeg,RAW_DATA\09_AloeVera\abiotic\Sunburn\Augmented_0_1974.jpeg,AloeVera,Sunburn,Abiotic,Biotic,0.5752
Augmented_0_2048.jpeg,RAW_DATA\09_AloeVera\abiotic\Sunburn\Augmented_0_2048.jpeg,AloeVera,Sunburn,Abiotic,Biotic,0.7048
Augmented_0_2336.jpeg,RAW_DATA\09_AloeVera\abiotic\Sunburn\Augmented_0_2336.jpeg,AloeVera,Sunburn,Abiotic,Biotic,0.6277
Augmented_0_2641.jpeg,RAW_DATA\09_AloeVera\abiotic\Sunburn\Augmented_0_2641.jpeg,AloeVera,Sunburn,Abiotic,Biotic,0.8763
Augmented_0_2670.jpeg,RAW_DATA\09_AloeVera\abiotic\Sunburn\Augmented_0_2670.jpeg,AloeVera,Sunburn,Abiotic,Biotic,0.6083
Augmented_0_271.jpeg,RAW_DATA\09_AloeVera\abiotic\Sunburn\Augmented_0_271.jpeg,AloeVera,Sunburn,Abiotic,Biotic,0.5099
Augmented_0_3077.jpeg,RAW_DATA\09_AloeVera\abiotic\Sunburn\Augmented_0_3077.jpeg,AloeVera,Sunburn,Abiotic,Biotic,0.7192
Augmented_0_3581.jpeg,RAW_DATA\09_AloeVera\abiotic\Sunburn\Augmented_0_3581.jpeg,AloeVera,Sunburn,Abiotic,Biotic,0.6390
Augmented_0_3807.jpeg,RAW_DATA\09_AloeVera\abiotic\Sunburn\Augmented_0_3807.jpeg,AloeVera,Sunburn,Abiotic,Biotic,0.9429
Augmented_0_3975.jpeg,RAW_DATA\09_AloeVera\abiotic\Sunburn\Augmented_0_3975.jpeg,AloeVera,Sunburn,Abiotic,Biotic,0.9016
Augmented_0_4051.jpeg,RAW_DATA\09_AloeVera\abiotic\Sunburn\Augmented_0_4051.jpeg,AloeVera,Sunburn,Abiotic,Biotic,0.9886
Augmented_0_4675.jpeg,RAW_DATA\09_AloeVera\abiotic\Sunburn\Augmented_0_4675.jpeg,AloeVera,Sunburn,Abiotic,Biotic,0.7863
Augmented_0_4910.jpeg,RAW_DATA\09_AloeVera\abiotic\Sunburn\Augmented_0_4910.jpeg,AloeVera,Sunburn,Abiotic,Biotic,0.7941
Augmented_0_4932.jpeg,RAW_DATA\09_AloeVera\abiotic\Sunburn\Augmented_0_4932.jpeg,AloeVera,Sunburn,Abiotic,Biotic,0.5093
Augmented_0_5056.jpeg,RAW_DATA\09_AloeVera\abiotic\Sunburn\Augmented_0_5056.jpeg,AloeVera,Sunburn,Abiotic,Biotic,0.7973
Augmented_0_5087.jpeg,RAW_DATA\09_AloeVera\abiotic\Sunburn\Augmented_0_5087.jpeg,AloeVera,Sunburn,Abiotic,Biotic,0.6218
Augmented_0_5098.jpeg,RAW_DATA\09_AloeVera\abiotic\Sunburn\Augmented_0_5098.jpeg,AloeVera,Sunburn,Abiotic,Biotic,0.6798
Augmented_0_5384.jpeg,RAW_DATA\09_AloeVera\abiotic\Sunburn\Augmented_0_5384.jpeg,AloeVera,Sunburn,Abiotic,Biotic,0.6903
Augmented_0_5617.jpeg,RAW_DATA\09_AloeVera\abiotic\Sunburn\Augmented_0_5617.jpeg,AloeVera,Sunburn,Abiotic,Biotic,0.9674
Augmented_0_5675.jpeg,RAW_DATA\09_AloeVera\abiotic\Sunburn\Augmented_0_5675.jpeg,AloeVera,Sunburn,Abiotic,Biotic,0.7031
Augmented_0_60.jpeg,RAW_DATA\09_AloeVera\abiotic\Sunburn\Augmented_0_60.jpeg,AloeVera,Sunburn,Abiotic,Biotic,0.6677
Augmented_0_6438.jpeg,RAW_DATA\09_AloeVera\abiotic\Sunburn\Augmented_0_6438.jpeg,AloeVera,Sunburn,Abiotic,Biotic,0.9756
Augmented_0_670.jpeg,RAW_DATA\09_AloeVera\abiotic\Sunburn\Augmented_0_670.jpeg,AloeVera,Sunburn,Abiotic,Biotic,0.6159
Augmented_0_693.jpeg,RAW_DATA\09_AloeVera\abiotic\Sunburn\Augmented_0_693.jpeg,AloeVera,Sunburn,Abiotic,Biotic,0.6780
Augmented_0_7063.jpeg,RAW_DATA\09_AloeVera\abiotic\Sunburn\Augmented_0_7063.jpeg,AloeVera,Sunburn,Abiotic,Biotic,0.6077
Augmented_0_7148.jpeg,RAW_DATA\09_AloeVera\abiotic\Sunburn\Augmented_0_7148.jpeg,AloeVera,Sunburn,Abiotic,Biotic,0.7866
Augmented_0_7208.jpeg,RAW_DATA\09_AloeVera\abiotic\Sunburn\Augmented_0_7208.jpeg,AloeVera,Sunburn,Abiotic,Biotic,0.8072
Augmented_0_7307.jpeg,RAW_DATA\09_AloeVera\abiotic\Sunburn\Augmented_0_7307.jpeg,AloeVera,Sunburn,Abiotic,Biotic,0.5097
Augmented_0_8407.jpeg,RAW_DATA\09_AloeVera\abiotic\Sunburn\Augmented_0_8407.jpeg,AloeVera,Sunburn,Abiotic,Biotic,0.6593
Augmented_0_9188.jpeg,RAW_DATA\09_AloeVera\abiotic\Sunburn\Augmented_0_9188.jpeg,AloeVera,Sunburn,Abiotic,Biotic,0.8900
Augmented_0_1109.jpeg,RAW_DATA\09_AloeVera\biotic\Aloe Rust\Augmented_0_1109.jpeg,AloeVera,Aloe Rust,Biotic,Abiotic,0.6582
Augmented_0_1538.jpeg,RAW_DATA\09_AloeVera\biotic\Aloe Rust\Augmented_0_1538.jpeg,AloeVera,Aloe Rust,Biotic,Abiotic,0.8301
Augmented_0_1682.jpeg,RAW_DATA\09_AloeVera\biotic\Aloe Rust\Augmented_0_1682.jpeg,AloeVera,Aloe Rust,Biotic,Abiotic,0.8472
Augmented_0_198.jpeg,RAW_DATA\09_AloeVera\biotic\Aloe Rust\Augmented_0_198.jpeg,AloeVera,Aloe Rust,Biotic,Abiotic,0.8268
Augmented_0_2136.jpeg,RAW_DATA\09_AloeVera\biotic\Aloe Rust\Augmented_0_2136.jpeg,AloeVera,Aloe Rust,Biotic,Abiotic,0.6699
Augmented_0_2952.jpeg,RAW_DATA\09_AloeVera\biotic\Aloe Rust\Augmented_0_2952.jpeg,AloeVera,Aloe Rust,Biotic,Abiotic,0.6549
Augmented_0_3296.jpeg,RAW_DATA\09_AloeVera\biotic\Aloe Rust\Augmented_0_3296.jpeg,AloeVera,Aloe Rust,Biotic,Abiotic,0.5474
Augmented_0_3377.jpeg,RAW_DATA\09_AloeVera\biotic\Aloe Rust\Augmented_0_3377.jpeg,AloeVera,Aloe Rust,Biotic,Abiotic,0.7934
Augmented_0_343.jpeg,RAW_DATA\09_AloeVera\biotic\Aloe Rust\Augmented_0_343.jpeg,AloeVera,Aloe Rust,Biotic,Abiotic,0.9916
Augmented_0_3448.jpeg,RAW_DATA\09_AloeVera\biotic\Aloe Rust\Augmented_0_3448.jpeg,AloeVera,Aloe Rust,Biotic,Abiotic,0.7554
Augmented_0_3577.jpeg,RAW_DATA\09_AloeVera\biotic\Aloe Rust\Augmented_0_3577.jpeg,AloeVera,Aloe Rust,Biotic,Abiotic,0.9718
Augmented_0_3717.jpeg,RAW_DATA\09_AloeVera\biotic\Aloe Rust\Augmented_0_3717.jpeg,AloeVera,Aloe Rust,Biotic,Abiotic,0.6778
Augmented_0_3793.jpeg,RAW_DATA\09_AloeVera\biotic\Aloe Rust\Augmented_0_3793.jpeg,AloeVera,Aloe Rust,Biotic,Abiotic,0.8362
Augmented_0_3873.jpeg,RAW_DATA\09_AloeVera\biotic\Aloe Rust\Augmented_0_3873.jpeg,AloeVera,Aloe Rust,Biotic,Abiotic,0.6525
Augmented_0_3938.jpeg,RAW_DATA\09_AloeVera\biotic\Aloe Rust\Augmented_0_3938.jpeg,AloeVera,Aloe Rust,Biotic,Abiotic,0.7189
Augmented_0_4060.jpeg,RAW_DATA\09_AloeVera\biotic\Aloe Rust\Augmented_0_4060.jpeg,AloeVera,Aloe Rust,Biotic,Abiotic,0.6504
Augmented_0_4348.jpeg,RAW_DATA\09_AloeVera\biotic\Aloe Rust\Augmented_0_4348.jpeg,AloeVera,Aloe Rust,Biotic,Abiotic,0.8232
Augmented_0_457.jpeg,RAW_DATA\09_AloeVera\biotic\Aloe Rust\Augmented_0_457.jpeg,AloeVera,Aloe Rust,Biotic,Abiotic,0.9540
Augmented_0_4581.jpeg,RAW_DATA\09_AloeVera\biotic\Aloe Rust\Augmented_0_4581.jpeg,AloeVera,Aloe Rust,Biotic,Abiotic,0.6549
Augmented_0_4706.jpeg,RAW_DATA\09_AloeVera\biotic\Aloe Rust\Augmented_0_4706.jpeg,AloeVera,Aloe Rust,Biotic,Abiotic,0.5430
Augmented_0_4801.jpeg,RAW_DATA\09_AloeVera\biotic\Aloe Rust\Augmented_0_4801.jpeg,AloeVera,Aloe Rust,Biotic,Abiotic,0.6549
Augmented_0_5061.jpeg,RAW_DATA\09_AloeVera\biotic\Aloe Rust\Augmented_0_5061.jpeg,AloeVera,Aloe Rust,Biotic,Abiotic,0.8505
Augmented_0_5155.jpeg,RAW_DATA\09_AloeVera\biotic\Aloe Rust\Augmented_0_5155.jpeg,AloeVera,Aloe Rust,Biotic,Abiotic,0.6208
Augmented_0_5207.jpeg,RAW_DATA\09_AloeVera\biotic\Aloe Rust\Augmented_0_5207.jpeg,AloeVera,Aloe Rust,Biotic,Abiotic,0.8032
Augmented_0_5287.jpeg,RAW_DATA\09_AloeVera\biotic\Aloe Rust\Augmented_0_5287.jpeg,AloeVera,Aloe Rust,Biotic,Abiotic,0.5648
Augmented_0_5329.jpeg,RAW_DATA\09_AloeVera\biotic\Aloe Rust\Augmented_0_5329.jpeg,AloeVera,Aloe Rust,Biotic,Abiotic,0.7403
Augmented_0_5374.jpeg,RAW_DATA\09_AloeVera\biotic\Aloe Rust\Augmented_0_5374.jpeg,AloeVera,Aloe Rust,Biotic,Abiotic,0.7196
Augmented_0_5737.jpeg,RAW_DATA\09_AloeVera\biotic\Aloe Rust\Augmented_0_5737.jpeg,AloeVera,Aloe Rust,Biotic,Abiotic,0.5143
Augmented_0_5846.jpeg,RAW_DATA\09_AloeVera\biotic\Aloe Rust\Augmented_0_5846.jpeg,AloeVera,Aloe Rust,Biotic,Abiotic,0.6652
Augmented_0_5884.jpeg,RAW_DATA\09_AloeVera\biotic\Aloe Rust\Augmented_0_5884.jpeg,AloeVera,Aloe Rust,Biotic,Abiotic,0.8643
Augmented_0_6210.jpeg,RAW_DATA\09_AloeVera\biotic\Aloe Rust\Augmented_0_6210.jpeg,AloeVera,Aloe Rust,Biotic,Abiotic,0.7329
Augmented_0_6268.jpeg,RAW_DATA\09_AloeVera\biotic\Aloe Rust\Augmented_0_6268.jpeg,AloeVera,Aloe Rust,Biotic,Abiotic,0.8571
Augmented_0_64.jpeg,RAW_DATA\09_AloeVera\biotic\Aloe Rust\Augmented_0_64.jpeg,AloeVera,Aloe Rust,Biotic,Abiotic,0.5061
Augmented_0_6494.jpeg,RAW_DATA\09_AloeVera\biotic\Aloe Rust\Augmented_0_6494.jpeg,AloeVera,Aloe Rust,Biotic,Abiotic,0.8658
Augmented_0_6784.jpeg,RAW_DATA\09_AloeVera\biotic\Aloe Rust\Augmented_0_6784.jpeg,AloeVera,Aloe Rust,Biotic,Abiotic,0.5966
Augmented_0_6943.jpeg,RAW_DATA\09_AloeVera\biotic\Aloe Rust\Augmented_0_6943.jpeg,AloeVera,Aloe Rust,Biotic,Abiotic,0.5956
Augmented_0_7387.jpeg,RAW_DATA\09_AloeVera\biotic\Aloe Rust\Augmented_0_7387.jpeg,AloeVera,Aloe Rust,Biotic,Abiotic,0.6035
Augmented_0_760.jpeg,RAW_DATA\09_AloeVera\biotic\Aloe Rust\Augmented_0_760.jpeg,AloeVera,Aloe Rust,Biotic,Abiotic,0.8149
Augmented_0_7877.jpeg,RAW_DATA\09_AloeVera\biotic\Aloe Rust\Augmented_0_7877.jpeg,AloeVera,Aloe Rust,Biotic,Abiotic,0.6167
Augmented_0_7946.jpeg,RAW_DATA\09_AloeVera\biotic\Aloe Rust\Augmented_0_7946.jpeg,AloeVera,Aloe Rust,Biotic,Abiotic,0.6721
Augmented_0_804.jpeg,RAW_DATA\09_AloeVera\biotic\Aloe Rust\Augmented_0_804.jpeg,AloeVera,Aloe Rust,Biotic,Abiotic,0.5621
Augmented_0_8105.jpeg,RAW_DATA\09_AloeVera\biotic\Aloe Rust\Augmented_0_8105.jpeg,AloeVera,Aloe Rust,Biotic,Abiotic,0.7686
Augmented_0_8112.jpeg,RAW_DATA\09_AloeVera\biotic\Aloe Rust\Augmented_0_8112.jpeg,AloeVera,Aloe Rust,Biotic,Abiotic,0.6550
Augmented_0_8150.jpeg,RAW_DATA\09_AloeVera\biotic\Aloe Rust\Augmented_0_8150.jpeg,AloeVera,Aloe Rust,Biotic,Abiotic,0.6400
Augmented_0_8154.jpeg,RAW_DATA\09_AloeVera\biotic\Aloe Rust\Augmented_0_8154.jpeg,AloeVera,Aloe Rust,Biotic,Abiotic,0.5030
Augmented_0_8373.jpeg,RAW_DATA\09_AloeVera\biotic\Aloe Rust\Augmented_0_8373.jpeg,AloeVera,Aloe Rust,Biotic,Abiotic,0.5620
Augmented_0_8629.jpeg,RAW_DATA\09_AloeVera\biotic\Aloe Rust\Augmented_0_8629.jpeg,AloeVera,Aloe Rust,Biotic,Abiotic,0.5147
Augmented_0_8725.jpeg,RAW_DATA\09_AloeVera\biotic\Aloe Rust\Augmented_0_8725.jpeg,AloeVera,Aloe Rust,Biotic,Abiotic,0.8192
Augmented_0_874.jpeg,RAW_DATA\09_AloeVera\biotic\Aloe Rust\Augmented_0_874.jpeg,AloeVera,Aloe Rust,Biotic,Abiotic,0.7382
Augmented_0_8868.jpeg,RAW_DATA\09_AloeVera\biotic\Aloe Rust\Augmented_0_8868.jpeg,AloeVera,Aloe Rust,Biotic,Abiotic,0.8083
Augmented_0_891.jpeg,RAW_DATA\09_AloeVera\biotic\Aloe Rust\Augmented_0_891.jpeg,AloeVera,Aloe Rust,Biotic,Abiotic,0.6549
Augmented_0_9039.jpeg,RAW_DATA\09_AloeVera\biotic\Aloe Rust\Augmented_0_9039.jpeg,AloeVera,Aloe Rust,Biotic,Abiotic,0.6176
Augmented_0_9115.jpeg,RAW_DATA\09_AloeVera\biotic\Aloe Rust\Augmented_0_9115.jpeg,AloeVera,Aloe Rust,Biotic,Abiotic,0.8468
Augmented_0_9259.jpeg,RAW_DATA\09_AloeVera\biotic\Aloe Rust\Augmented_0_9259.jpeg,AloeVera,Aloe Rust,Biotic,Abiotic,0.6549
Augmented_0_9270.jpeg,RAW_DATA\09_AloeVera\biotic\Aloe Rust\Augmented_0_9270.jpeg,AloeVera,Aloe Rust,Biotic,Abiotic,0.6444
Augmented_0_9327.jpeg,RAW_DATA\09_AloeVera\biotic\Aloe Rust\Augmented_0_9327.jpeg,AloeVera,Aloe Rust,Biotic,Abiotic,0.7318
Augmented_0_9500.jpeg,RAW_DATA\09_AloeVera\biotic\Aloe Rust\Augmented_0_9500.jpeg,AloeVera,Aloe Rust,Biotic,Abiotic,0.5204
Augmented_0_9773.jpeg,RAW_DATA\09_AloeVera\biotic\Aloe Rust\Augmented_0_9773.jpeg,AloeVera,Aloe Rust,Biotic,Abiotic,0.7480
Augmented_0_1427.jpeg,RAW_DATA\09_AloeVera\biotic\Anthracnose\Augmented_0_1427.jpeg,AloeVera,Anthracnose,Biotic,Abiotic,0.5198
Augmented_0_1713.jpeg,RAW_DATA\09_AloeVera\biotic\Anthracnose\Augmented_0_1713.jpeg,AloeVera,Anthracnose,Biotic,Abiotic,0.8113
Augmented_0_1921.jpeg,RAW_DATA\09_AloeVera\biotic\Anthracnose\Augmented_0_1921.jpeg,AloeVera,Anthracnose,Biotic,Abiotic,0.5991
Augmented_0_2076.jpeg,RAW_DATA\09_AloeVera\biotic\Anthracnose\Augmented_0_2076.jpeg,AloeVera,Anthracnose,Biotic,Abiotic,0.9124
Augmented_0_2149.jpeg,RAW_DATA\09_AloeVera\biotic\Anthracnose\Augmented_0_2149.jpeg,AloeVera,Anthracnose,Biotic,Abiotic,0.9027
Augmented_0_2589.jpeg,RAW_DATA\09_AloeVera\biotic\Anthracnose\Augmented_0_2589.jpeg,AloeVera,Anthracnose,Biotic,Abiotic,0.7665
Augmented_0_2717.jpeg,RAW_DATA\09_AloeVera\biotic\Anthracnose\Augmented_0_2717.jpeg,AloeVera,Anthracnose,Biotic,Abiotic,0.6549
Augmented_0_3119.jpeg,RAW_DATA\09_AloeVera\biotic\Anthracnose\Augmented_0_3119.jpeg,AloeVera,Anthracnose,Biotic,Abiotic,0.6549
Augmented_0_3507.jpeg,RAW_DATA\09_AloeVera\biotic\Anthracnose\Augmented_0_3507.jpeg,AloeVera,Anthracnose,Biotic,Abiotic,0.9697
Augmented_0_438.jpeg,RAW_DATA\09_AloeVera\biotic\Anthracnose\Augmented_0_438.jpeg,AloeVera,Anthracnose,Biotic,Abiotic,0.5776
Augmented_0_4641.jpeg,RAW_DATA\09_AloeVera\biotic\Anthracnose\Augmented_0_4641.jpeg,AloeVera,Anthracnose,Biotic,Abiotic,0.7877
Augmented_0_4906.jpeg,RAW_DATA\09_AloeVera\biotic\Anthracnose\Augmented_0_4906.jpeg,AloeVera,Anthracnose,Biotic,Abiotic,0.5587
Augmented_0_4949.jpeg,RAW_DATA\09_AloeVera\biotic\Anthracnose\Augmented_0_4949.jpeg,AloeVera,Anthracnose,Biotic,Abiotic,0.9297
Augmented_0_4965.jpeg,RAW_DATA\09_AloeVera\biotic\Anthracnose\Augmented_0_4965.jpeg,AloeVera,Anthracnose,Biotic,Abiotic,0.8197
Augmented_0_5356.jpeg,RAW_DATA\09_AloeVera\biotic\Anthracnose\Augmented_0_5356.jpeg,AloeVera,Anthracnose,Biotic,Abiotic,0.8611
Augmented_0_5369.jpeg,RAW_DATA\09_AloeVera\biotic\Anthracnose\Augmented_0_5369.jpeg,AloeVera,Anthracnose,Biotic,Abiotic,0.6115
Augmented_0_5882.jpeg,RAW_DATA\09_AloeVera\biotic\Anthracnose\Augmented_0_5882.jpeg,AloeVera,Anthracnose,Biotic,Abiotic,0.9181
Augmented_0_6364.jpeg,RAW_DATA\09_AloeVera\biotic\Anthracnose\Augmented_0_6364.jpeg,AloeVera,Anthracnose,Biotic,Abiotic,0.6282
Augmented_0_6451.jpeg,RAW_DATA\09_AloeVera\biotic\Anthracnose\Augmented_0_6451.jpeg,AloeVera,Anthracnose,Biotic,Abiotic,0.9762
Augmented_0_7653.jpeg,RAW_DATA\09_AloeVera\biotic\Anthracnose\Augmented_0_7653.jpeg,AloeVera,Anthracnose,Biotic,Abiotic,0.6549
Augmented_0_7768.jpeg,RAW_DATA\09_AloeVera\biotic\Anthracnose\Augmented_0_7768.jpeg,AloeVera,Anthracnose,Biotic,Abiotic,0.9727
Augmented_0_7867.jpeg,RAW_DATA\09_AloeVera\biotic\Anthracnose\Augmented_0_7867.jpeg,AloeVera,Anthracnose,Biotic,Abiotic,0.9948
Augmented_0_8007.jpeg,RAW_DATA\09_AloeVera\biotic\Anthracnose\Augmented_0_8007.jpeg,AloeVera,Anthracnose,Biotic,Abiotic,0.8451
Augmented_0_8904.jpeg,RAW_DATA\09_AloeVera\biotic\Anthracnose\Augmented_0_8904.jpeg,AloeVera,Anthracnose,Biotic,Abiotic,0.8246
Augmented_0_906.jpeg,RAW_DATA\09_AloeVera\biotic\Anthracnose\Augmented_0_906.jpeg,AloeVera,Anthracnose,Biotic,Abiotic,0.7514
Augmented_0_9351.jpeg,RAW_DATA\09_AloeVera\biotic\Anthracnose\Augmented_0_9351.jpeg,AloeVera,Anthracnose,Biotic,Abiotic,0.6904
Augmented_0_9388.jpeg,RAW_DATA\09_AloeVera\biotic\Anthracnose\Augmented_0_9388.jpeg,AloeVera,Anthracnose,Biotic,Abiotic,0.9439
Augmented_0_9799.jpeg,RAW_DATA\09_AloeVera\biotic\Anthracnose\Augmented_0_9799.jpeg,AloeVera,Anthracnose,Biotic,Abiotic,0.7429
Augmented_0_1682.jpeg,RAW_DATA\09_AloeVera\biotic\Leaf Spot\Augmented_0_1682.jpeg,AloeVera,Leaf Spot,Biotic,Abiotic,0.9767
Augmented_0_226.jpeg,RAW_DATA\09_AloeVera\biotic\Leaf Spot\Augmented_0_226.jpeg,AloeVera,Leaf Spot,Biotic,Abiotic,0.9221
Augmented_0_2393.jpeg,RAW_DATA\09_AloeVera\biotic\Leaf Spot\Augmented_0_2393.jpeg,AloeVera,Leaf Spot,Biotic,Abiotic,0.5603
Augmented_0_2423.jpeg,RAW_DATA\09_AloeVera\biotic\Leaf Spot\Augmented_0_2423.jpeg,AloeVera,Leaf Spot,Biotic,Abiotic,0.9525
Augmented_0_247.jpeg,RAW_DATA\09_AloeVera\biotic\Leaf Spot\Augmented_0_247.jpeg,AloeVera,Leaf Spot,Biotic,Abiotic,0.5688
Augmented_0_2774.jpeg,RAW_DATA\09_AloeVera\biotic\Leaf Spot\Augmented_0_2774.jpeg,AloeVera,Leaf Spot,Biotic,Abiotic,0.6761
Augmented_0_2793.jpeg,RAW_DATA\09_AloeVera\biotic\Leaf Spot\Augmented_0_2793.jpeg,AloeVera,Leaf Spot,Biotic,Abiotic,0.8551
Augmented_0_300.jpeg,RAW_DATA\09_AloeVera\biotic\Leaf Spot\Augmented_0_300.jpeg,AloeVera,Leaf Spot,Biotic,Abiotic,0.5413
Augmented_0_3171.jpeg,RAW_DATA\09_AloeVera\biotic\Leaf Spot\Augmented_0_3171.jpeg,AloeVera,Leaf Spot,Biotic,Abiotic,0.8731
Augmented_0_3200.jpeg,RAW_DATA\09_AloeVera\biotic\Leaf Spot\Augmented_0_3200.jpeg,AloeVera,Leaf Spot,Biotic,Abiotic,0.8465
Augmented_0_3643.jpeg,RAW_DATA\09_AloeVera\biotic\Leaf Spot\Augmented_0_3643.jpeg,AloeVera,Leaf Spot,Biotic,Abiotic,0.9654
Augmented_0_3758.jpeg,RAW_DATA\09_AloeVera\biotic\Leaf Spot\Augmented_0_3758.jpeg,AloeVera,Leaf Spot,Biotic,Abiotic,0.8876
Augmented_0_3777.jpeg,RAW_DATA\09_AloeVera\biotic\Leaf Spot\Augmented_0_3777.jpeg,AloeVera,Leaf Spot,Biotic,Abiotic,0.9939
Augmented_0_4035.jpeg,RAW_DATA\09_AloeVera\biotic\Leaf Spot\Augmented_0_4035.jpeg,AloeVera,Leaf Spot,Biotic,Abiotic,0.7645
Augmented_0_4265.jpeg,RAW_DATA\09_AloeVera\biotic\Leaf Spot\Augmented_0_4265.jpeg,AloeVera,Leaf Spot,Biotic,Abiotic,0.9965
Augmented_0_4343.jpeg,RAW_DATA\09_AloeVera\biotic\Leaf Spot\Augmented_0_4343.jpeg,AloeVera,Leaf Spot,Biotic,Abiotic,0.5090
Augmented_0_4553.jpeg,RAW_DATA\09_AloeVera\biotic\Leaf Spot\Augmented_0_4553.jpeg,AloeVera,Leaf Spot,Biotic,Abiotic,0.8613
Augmented_0_4813.jpeg,RAW_DATA\09_AloeVera\biotic\Leaf Spot\Augmented_0_4813.jpeg,AloeVera,Leaf Spot,Biotic,Abiotic,0.9562
Augmented_0_4838.jpeg,RAW_DATA\09_AloeVera\biotic\Leaf Spot\Augmented_0_4838.jpeg,AloeVera,Leaf Spot,Biotic,Abiotic,0.7313
Augmented_0_503.jpeg,RAW_DATA\09_AloeVera\biotic\Leaf Spot\Augmented_0_503.jpeg,AloeVera,Leaf Spot,Biotic,Abiotic,0.9846
Augmented_0_5039.jpeg,RAW_DATA\09_AloeVera\biotic\Leaf Spot\Augmented_0_5039.jpeg,AloeVera,Leaf Spot,Biotic,Abiotic,0.7634
Augmented_0_5088.jpeg,RAW_DATA\09_AloeVera\biotic\Leaf Spot\Augmented_0_5088.jpeg,AloeVera,Leaf Spot,Biotic,Abiotic,0.8388
Augmented_0_5100.jpeg,RAW_DATA\09_AloeVera\biotic\Leaf Spot\Augmented_0_5100.jpeg,AloeVera,Leaf Spot,Biotic,Abiotic,0.6557
