rel_path,crop,category,sub_type,label,split
RAW_DATA\01_Chilli\biotic\Chilli Curl Virus\Curl Virus00413.JPG,Chilli,biotic,Chilli Curl Virus,1,train
RAW_DATA\01_Chilli\biotic\Chilli Curl Virus\Curl Virus00414.JPG,Chilli,biotic,Chilli Curl Virus,1,train
RAW_DATA\01_Chilli\biotic\Chilli Curl Virus\Curl Virus00415.JPG,Chilli,biotic,Chilli Curl Virus,1,train
RAW_DATA\01_Chilli\biotic\Chilli Curl Virus\Curl Virus00416.JPG,Chilli,biotic,Chilli Curl Virus,1,train
RAW_DATA\01_Chilli\biotic\Chilli Curl Virus\Curl Virus00417.JPG,Chilli,biotic,Chilli Curl Virus,1,train
RAW_DATA\01_Chilli\biotic\Chilli Curl Virus\Curl Virus00418.JPG,Chilli,biotic,Chilli Curl Virus,1,train
RAW_DATA\01_Chilli\biotic\Chilli Curl Virus\Curl Virus00419.JPG,Chilli,biotic,Chilli Curl Virus,1,train
RAW_DATA\01_Chilli\biotic\Chilli Curl Virus\Curl Virus00420.JPG,Chilli,biotic,Chilli Curl Virus,1,train
RAW_DATA\01_Chilli\biotic\Chilli Curl Virus\Curl Virus00421.JPG,Chilli,biotic,Chilli Curl Virus,1,train
RAW_DATA\01_Chilli\biotic\Chilli Curl Virus\Curl Virus00422.JPG,Chilli,biotic,Chilli Curl Virus,1,train
RAW_DATA\01_Chilli\biotic\Chilli Curl Virus\Curl Virus00423.JPG,Chilli,biotic,Chilli Curl Virus,1,train
RAW_DATA\01_Chilli\biotic\Chilli Curl Virus\IMG_20231004_165335_jpg.rf.7a1962bb5a4330a01dd44c75187734cf.jpg,Chilli,biotic,Chilli Curl Virus,1,train
RAW_DATA\01_Chilli\biotic\Chilli Curl Virus\IMG_20231004_165335_jpg.rf.f094bdfb7608135e227b93b60e150abd.jpg,Chilli,biotic,Chilli Curl Virus,1,train
RAW_DATA\01_Chilli\biotic\Chilli Curl Virus\IMG_20231004_165335_jpg.rf.fff23d91ee2ba15da6f8d0672d329ced.jpg,Chilli,biotic,Chilli Curl Virus,1,train
RAW_DATA\01_Chilli\biotic\Chilli Curl Virus\IMG_20231004_165346_jpg.rf.3bc47ecd06e83fc88ac6db64ff6340df.jpg,Chilli,biotic,Chilli Curl Virus,1,train
RAW_DATA\01_Chilli\biotic\Chilli Curl Virus\IMG_20231004_165346_jpg.rf.57a286707f11ecb3424cca66a3ba6c99.jpg,Chilli,biotic,Chilli Curl Virus,1,train
RAW_DATA\01_Chilli\biotic\Chilli Curl Virus\IMG_20231004_165346_jpg.rf.369b0c36627cdbecd45945fc72fd9d07.jpg,Chilli,biotic,Chilli Curl Virus,1,train
RAW_DATA\01_Chilli\biotic\Chilli Curl Virus\IMG_20231004_165359_jpg.rf.26b1b2f8a74702ad5735d18f684f08b1.jpg,Chilli,biotic,Chilli Curl Virus,1,train
RAW_DATA\01_Chilli\biotic\Chilli Curl Virus\IMG_20231004_165359_jpg.rf.42d322650e60ccb22de51f27fd71c3f9.jpg,Chilli,biotic,Chilli Curl Virus,1,train
RAW_DATA\01_Chilli\biotic\Chilli Curl Virus\IMG_20231004_165359_jpg.rf.433eaa1a5b472ba32c007a09bcc6d293.jpg,Chilli,biotic,Chilli Curl Virus,1,train
RAW_DATA\01_Chilli\biotic\Chilli Curl Virus\IMG_20231004_165437_jpg.rf.b29279de886ae7434cbc25f0c902e753.jpg,Chilli,biotic,Chilli Curl Virus,1,train
RAW_DATA\01_Chilli\biotic\Chilli Curl Virus\IMG_20231004_165437_jpg.rf.d6ca05193d1251a13d2a78f44a1f5bed.jpg,Chilli,biotic,Chilli Curl Virus,1,train
RAW_DATA\01_Chilli\biotic\Chilli Curl Virus\IMG_20231004_165437_jpg.rf.d36c1e550f17951b6696d337753586ac.jpg,Chilli,biotic,Chilli Curl Virus,1,train
RAW_DATA\01_Chilli\biotic\Chilli Curl Virus\IMG_20231004_165441_jpg.rf.5ccec51ce2f998cd46335db141c9ccff.jpg,Chilli,biotic,Chilli Curl Virus,1,train
RAW_DATA\01_Chilli\biotic\Chilli Curl Virus\IMG_20231004_165441_jpg.rf.061df6061ba5999ed0c3873bdb527e01.jpg,Chilli,biotic,Chilli Curl Virus,1,train
RAW_DATA\01_Chilli\biotic\Chilli Curl Virus\IMG_20231004_165441_jpg.rf.79a5e6ac83158207a40fff53753af20f.jpg,Chilli,biotic,Chilli Curl Virus,1,train
RAW_DATA\01_Chilli\biotic\Chilli Curl Virus\IMG_20231004_165449_jpg.rf.0d745f064962ca0e621f7f43277f08f0.jpg,Chilli,biotic,Chilli Curl Virus,1,train
RAW_DATA\01_Chilli\biotic\Chilli Curl Virus\IMG_20231004_165449_jpg.rf.469ec2d4263ed88f1ebb6289c5f2cd5f.jpg,Chilli,biotic,Chilli Curl Virus,1,train
RAW_DATA\01_Chilli\biotic\Chilli Curl Virus\IMG_20231004_165449_jpg.rf.a2bb88652a2c614a9caf07e094cc73c5.jpg,Chilli,biotic,Chilli Curl Virus,1,train
RAW_DATA\01_Chilli\biotic\Chilli Curl Virus\IMG_20231004_165502_jpg.rf.966b8e0312fef6d29526fb47061716a4.jpg,Chilli,biotic,Chilli Curl Virus,1,train
RAW_DATA\01_Chilli\biotic\Chilli Curl Virus\IMG_20231004_165502_jpg.rf.ac251a9add0c69015c3846f223f9fafc.jpg,Chilli,biotic,Chilli Curl Virus,1,train
RAW_DATA\01_Chilli\biotic\Chilli Curl Virus\IMG_20231004_165502_jpg.rf.fe3afab5f81bd46c336a528a2cda0917.jpg,Chilli,biotic,Chilli Curl Virus,1,train
RAW_DATA\01_Chilli\biotic\Chilli Curl Virus\IMG_20231004_165528_jpg.rf.158ff855ba00caf16a6e04740669dff8.jpg,Chilli,biotic,Chilli Curl Virus,1,train
RAW_DATA\01_Chilli\biotic\Chilli Curl Virus\IMG_20231004_165528_jpg.rf.22264f6d79b1a7e59ad7aa41c78d87fd.jpg,Chilli,biotic,Chilli Curl Virus,1,train
RAW_DATA\01_Chilli\biotic\Chilli Curl Virus\IMG_20231004_165528_jpg.rf.f3c67cf3880e36a73729f62ed240ebe3.jpg,Chilli,biotic,Chilli Curl Virus,1,train
RAW_DATA\01_Chilli\biotic\Chilli Curl Virus\IMG_20231004_165548_jpg.rf.4ad2014333ee78e8072ed0ab538d33c0.jpg,Chilli,biotic,Chilli Curl Virus,1,train
RAW_DATA\01_Chilli\biotic\Chilli Curl Virus\IMG_20231004_165548_jpg.rf.66900f1d158f33bd8944dd1230fee463.jpg,Chilli,biotic,Chilli Curl Virus,1,train
RAW_DATA\01_Chilli\biotic\Chilli Curl Virus\IMG_20231004_165548_jpg.rf.ed2f0bfa608814438719e53b28c1a3d6.jpg,Chilli,biotic,Chilli Curl Virus,1,train
RAW_DATA\01_Chilli\biotic\Chilli Curl Virus\IMG_20231004_165559_jpg.rf.3a367670b540e03bc5641cb07b27169b.jpg,Chilli,biotic,Chilli Curl Virus,1,train
RAW_DATA\01_Chilli\biotic\Chilli Curl Virus\IMG_20231004_165559_jpg.rf.7169d30950ed0d5dfcf5c949074ee9bd.jpg,Chilli,biotic,Chilli Curl Virus,1,train
RAW_DATA\01_Chilli\biotic\Chilli Curl Virus\IMG_20231004_165559_jpg.rf.c7bcc9c7605e1fe1c41bbccc8499c9cf.jpg,Chilli,biotic,Chilli Curl Virus,1,train
RAW_DATA\01_Chilli\biotic\Chilli Curl Virus\IMG_20231004_165605_jpg.rf.84f393a67df819795a9b822703ea16cc.jpg,Chilli,biotic,Chilli Curl Virus,1,train
RAW_DATA\01_Chilli\biotic\Chilli Curl Virus\IMG_20231004_165605_jpg.rf.459654185fe415bb7c0f7d86de389ccc.jpg,Chilli,biotic,Chilli Curl Virus,1,train
RAW_DATA\01_Chilli\biotic\Chilli Curl Virus\IMG_20231004_165605_jpg.rf.e856f124a0db8f8fda6d8acfb58e778f.jpg,Chilli,biotic,Chilli Curl Virus,1,train
RAW_DATA\01_Chilli\biotic\Chilli Curl Virus\IMG_20231004_165619_jpg.rf.556c15a143de50b9d2cda2a75223dbcb.jpg,Chilli,biotic,Chilli Curl Virus,1,train
RAW_DATA\01_Chilli\biotic\Chilli Curl Virus\IMG_20231004_165619_jpg.rf.4124f7c25bb7ed27f9669a91fc82f174.jpg,Chilli,biotic,Chilli Curl Virus,1,train
RAW_DATA\01_Chilli\biotic\Chilli Curl Virus\IMG_20231004_165619_jpg.rf.b89dcce395abce72af4f8cf98f986cf3.jpg,Chilli,biotic,Chilli Curl Virus,1,train
RAW_DATA\01_Chilli\biotic\Chilli Curl Virus\IMG_20231004_165631_jpg.rf.8fa4f3d2c1595c6059fbb7d59d329294.jpg,Chilli,biotic,Chilli Curl Virus,1,train
RAW_DATA\01_Chilli\biotic\Chilli Curl Virus\IMG_20231004_165631_jpg.rf.57c61f0360e836395c14e171bce829b9.jpg,Chilli,biotic,Chilli Curl Virus,1,train
RAW_DATA\01_Chilli\biotic\Chilli Curl Virus\IMG_20231004_165631_jpg.rf.603ffd53ff1024fb89855093db11a9b5.jpg,Chilli,biotic,Chilli Curl Virus,1,train
RAW_DATA\01_Chilli\biotic\Chilli Curl Virus\IMG_20231004_165649_jpg.rf.8c390a1cce1916de2ee44ffbe9aadc7d.jpg,Chilli,biotic,Chilli Curl Virus,1,train
RAW_DATA\01_Chilli\biotic\Chilli Curl Virus\IMG_20231004_165649_jpg.rf.80485fc61164481c87350c14f01bc35e.jpg,Chilli,biotic,Chilli Curl Virus,1,train
RAW_DATA\01_Chilli\biotic\Chilli Curl Virus\IMG_20231004_165649_jpg.rf.a305266680754eade3da8ea7b46d647f.jpg,Chilli,biotic,Chilli Curl Virus,1,train
RAW_DATA\01_Chilli\biotic\Chilli Curl Virus\IMG_20231004_165659_jpg.rf.8a4b51de13118773dd55e1b0afc84c37.jpg,Chilli,biotic,Chilli Curl Virus,1,train
RAW_DATA\01_Chilli\biotic\Chilli Curl Virus\IMG_20231004_165659_jpg.rf.09e27f13a4f5f386fabccf33f71a596b.jpg,Chilli,biotic,Chilli Curl Virus,1,train
RAW_DATA\01_Chilli\biotic\Chilli Curl Virus\IMG_20231004_165659_jpg.rf.c66bb57cc4208c0ca769038e7ab439bd.jpg,Chilli,biotic,Chilli Curl Virus,1,train
RAW_DATA\01_Chilli\biotic\Chilli Curl Virus\IMG_20231004_165716_jpg.rf.5e84ed669a43f43cab78cc9f37f47b70.jpg,Chilli,biotic,Chilli Curl Virus,1,train
RAW_DATA\01_Chilli\biotic\Chilli Curl Virus\IMG_20231004_165716_jpg.rf.17a7b16a818793201fc46385d8b641a2.jpg,Chilli,biotic,Chilli Curl Virus,1,train
RAW_DATA\01_Chilli\biotic\Chilli Curl Virus\IMG_20231004_165716_jpg.rf.294f18bb8eede7c4bc01bfc9d91dc8fb.jpg,Chilli,biotic,Chilli Curl Virus,1,train
RAW_DATA\01_Chilli\biotic\Chilli Curl Virus\IMG_20231004_165733_jpg.rf.135bf7e73bf0a481a03d3c3214cce8c6.jpg,Chilli,biotic,Chilli Curl Virus,1,train
RAW_DATA\01_Chilli\biotic\Chilli Curl Virus\IMG_20231004_165733_jpg.rf.b328ec9cabed204f6a64d2031a1ba81f.jpg,Chilli,biotic,Chilli Curl Virus,1,train
RAW_DATA\01_Chilli\biotic\Chilli Curl Virus\IMG_20231004_165733_jpg.rf.b833df6b4e023a9b18a46502aee15b3f.jpg,Chilli,biotic,Chilli Curl Virus,1,train
RAW_DATA\01_Chilli\biotic\Chilli Curl Virus\IMG_20231004_165737_jpg.rf.2ecef2e5a8c653dfdacbde7b6c876500.jpg,Chilli,biotic,Chilli Curl Virus,1,train
RAW_DATA\01_Chilli\biotic\Chilli Curl Virus\IMG_20231004_165737_jpg.rf.5c384a903523788ee0712c1196ef16f4.jpg,Chilli,biotic,Chilli Curl Virus,1,train
RAW_DATA\01_Chilli\biotic\Chilli Curl Virus\IMG_20231004_165737_jpg.rf.dc9f73af2e6900e44d471ed9a67dfaa4.jpg,Chilli,biotic,Chilli Curl Virus,1,train
RAW_DATA\01_Chilli\biotic\Chilli Curl Virus\IMG_20231004_165816_jpg.rf.19f5f6e178b857baa4eb65058776b87f.jpg,Chilli,biotic,Chilli Curl Virus,1,train
RAW_DATA\01_Chilli\biotic\Chilli Curl Virus\IMG_20231004_165816_jpg.rf.044f118619f98e9b13cd14992b3600d3.jpg,Chilli,biotic,Chilli Curl Virus,1,train
RAW_DATA\01_Chilli\biotic\Chilli Curl Virus\IMG_20231004_165816_jpg.rf.095ac2ee307414e241a06e68944cc13a.jpg,Chilli,biotic,Chilli Curl Virus,1,train
RAW_DATA\01_Chilli\biotic\Chilli Curl Virus\IMG_20231004_165820_jpg.rf.64c9302af03fff280fec184b8051bdcc.jpg,Chilli,biotic,Chilli Curl Virus,1,train
RAW_DATA\01_Chilli\biotic\Chilli Curl Virus\IMG_20231004_165820_jpg.rf.90e6642200956b1647d09893a40a48cc.jpg,Chilli,biotic,Chilli Curl Virus,1,train
RAW_DATA\01_Chilli\biotic\Chilli Curl Virus\IMG_20231004_165820_jpg.rf.920a1050a16fd115755111ac05627403.jpg,Chilli,biotic,Chilli Curl Virus,1,train
RAW_DATA\01_Chilli\biotic\Chilli Curl Virus\IMG_20231004_165837_jpg.rf.a85088cacf38e2f60af3e9e722c31916.jpg,Chilli,biotic,Chilli Curl Virus,1,train
RAW_DATA\01_Chilli\biotic\Chilli Curl Virus\IMG_20231004_165837_jpg.rf.caad15840bfd36caa8c25ab9e36bdfdd.jpg,Chilli,biotic,Chilli Curl Virus,1,train
RAW_DATA\01_Chilli\biotic\Chilli Curl Virus\IMG_20231004_165837_jpg.rf.f8db5fe753fc24f4c6b3b0ef46b500d5.jpg,Chilli,biotic,Chilli Curl Virus,1,train
RAW_DATA\01_Chilli\biotic\Chilli Curl Virus\IMG_20231004_165901_jpg.rf.6a2c7ce57d46fbb2eb0ee2b666412b8a.jpg,Chilli,biotic,Chilli Curl Virus,1,train
RAW_DATA\01_Chilli\biotic\Chilli Curl Virus\IMG_20231004_165901_jpg.rf.95cf670f023ad58ad8a9e0ff817bc4d1.jpg,Chilli,biotic,Chilli Curl Virus,1,train
RAW_DATA\01_Chilli\biotic\Chilli Curl Virus\IMG_20231004_165901_jpg.rf.20882c07cc56f2ea5021555de1fcb334.jpg,Chilli,biotic,Chilli Curl Virus,1,train
RAW_DATA\01_Chilli\biotic\Chilli Curl Virus\IMG_20231004_165910_jpg.rf.74abc66fff256e5319dcc05b1187d3bf.jpg,Chilli,biotic,Chilli Curl Virus,1,train
RAW_DATA\01_Chilli\biotic\Chilli Curl Virus\IMG_20231004_165910_jpg.rf.09368b56367ac299bb7da64042179078.jpg,Chilli,biotic,Chilli Curl Virus,1,train
RAW_DATA\01_Chilli\biotic\Chilli Curl Virus\IMG_20231004_165910_jpg.rf.fdde1e69a77ca7340948e6128fa73951.jpg,Chilli,biotic,Chilli Curl Virus,1,train
RAW_DATA\01_Chilli\biotic\Chilli Curl Virus\IMG_20231004_165942_jpg.rf.2cfd75b9672c960d78955d8c54fafbcd.jpg,Chilli,biotic,Chilli Curl Virus,1,train
RAW_DATA\01_Chilli\biotic\Chilli Curl Virus\IMG_20231004_165942_jpg.rf.82f1b46fed14867d8124f67ce265d07c.jpg,Chilli,biotic,Chilli Curl Virus,1,train
RAW_DATA\01_Chilli\biotic\Chilli Curl Virus\IMG_20231004_165942_jpg.rf.fd2a842b8b921c368d877652199c3712.jpg,Chilli,biotic,Chilli Curl Virus,1,train
RAW_DATA\01_Chilli\biotic\Chilli Curl Virus\IMG_20231004_170000_jpg.rf.1e1a07c3a388920d8bf1aee1ea5c4907.jpg,Chilli,biotic,Chilli Curl Virus,1,train
RAW_DATA\01_Chilli\biotic\Chilli Curl Virus\IMG_20231004_170000_jpg.rf.492ea8dc291cbab3bfefb7e6b3fcb2d7.jpg,Chilli,biotic,Chilli Curl Virus,1,train
RAW_DATA\01_Chilli\biotic\Chilli Curl Virus\IMG_20231004_170000_jpg.rf.cb2a3c1a81e9bb9ee87b1edc57cc55ee.jpg,Chilli,biotic,Chilli Curl Virus,1,train
RAW_DATA\01_Chilli\biotic\Chilli Curl Virus\IMG_20231004_170010_jpg.rf.78fa0e52e2a80f4c6e8ed39fad76a83f.jpg,Chilli,biotic,Chilli Curl Virus,1,train
RAW_DATA\01_Chilli\biotic\Chilli Curl Virus\IMG_20231004_170010_jpg.rf.848066bb88dd54efe808dd91a4821700.jpg,Chilli,biotic,Chilli Curl Virus,1,train
RAW_DATA\01_Chilli\biotic\Chilli Curl Virus\IMG_20231004_170010_jpg.rf.5417364a3542ddd0feb796dc1bef0ff2.jpg,Chilli,biotic,Chilli Curl Virus,1,train
RAW_DATA\01_Chilli\biotic\Chilli Curl Virus\IMG_20231004_170014_jpg.rf.28d87e346d23f2a1f1ab79ca1095d74a.jpg,Chilli,biotic,Chilli Curl Virus,1,train
RAW_DATA\01_Chilli\biotic\Chilli Curl Virus\IMG_20231004_170014_jpg.rf.55da43ab8cc1115a0d25c316a59b83d2.jpg,Chilli,biotic,Chilli Curl Virus,1,train
RAW_DATA\01_Chilli\biotic\Chilli Curl Virus\IMG_20231004_170014_jpg.rf.734e9e14c1a690489ca7cacbe8c1b5d0.jpg,Chilli,biotic,Chilli Curl Virus,1,train
RAW_DATA\01_Chilli\biotic\Chilli Curl Virus\IMG_20231004_171637_jpg.rf.3e495e74a31019969342d8a9977d7307.jpg,Chilli,biotic,Chilli Curl Virus,1,train
RAW_DATA\01_Chilli\biotic\Chilli Curl Virus\IMG_20231004_171637_jpg.rf.720c13d47b345a7cd76fec179c416843.jpg,Chilli,biotic,Chilli Curl Virus,1,train
RAW_DATA\01_Chilli\biotic\Chilli Curl Virus\IMG_20231004_171637_jpg.rf.f80cca7d62192ee53af337ecc0e8c3d4.jpg,Chilli,biotic,Chilli Curl Virus,1,test
RAW_DATA\01_Chilli\biotic\Chilli Curl Virus\IMG_20231004_171708_jpg.rf.323aa7f5a9b7dc08dd0a10df5a7979d2.jpg,Chilli,biotic,Chilli Curl Virus,1,test
RAW_DATA\01_Chilli\biotic\Chilli Curl Virus\IMG_20231004_171708_jpg.rf.779c85ea3ea493ed4ed838159c796624.jpg,Chilli,biotic,Chilli Curl Virus,1,test
RAW_DATA\01_Chilli\biotic\Chilli Curl Virus\IMG_20231004_171708_jpg.rf.829efd522a73701b431a026bd034b9d8.jpg,Chilli,biotic,Chilli Curl Virus,1,test
RAW_DATA\01_Chilli\biotic\Chilli Curl Virus\IMG_20231004_171758_jpg.rf.41386343210999d49910dc1ee9cd962e.jpg,Chilli,biotic,Chilli Curl Virus,1,test
RAW_DATA\01_Chilli\biotic\Chilli Curl Virus\IMG_20231004_171758_jpg.rf.a0a4a1cf6abf32e9a44702c25d8bcbf4.jpg,Chilli,biotic,Chilli Curl Virus,1,test
RAW_DATA\01_Chilli\biotic\Chilli Curl Virus\IMG_20231004_171758_jpg.rf.a74b3cb4d62814e09239b7128d867fa0.jpg,Chilli,biotic,Chilli Curl Virus,1,test
RAW_DATA\01_Chilli\biotic\Chilli Curl Virus\IMG_20231004_171842_jpg.rf.00f65370a05ec7d57f458690f008dd43.jpg,Chilli,biotic,Chilli Curl Virus,1,test
RAW_DATA\01_Chilli\biotic\Chilli Curl Virus\IMG_20231004_171842_jpg.rf.baf072c37f4bec2e5a3502637ad1ac29.jpg,Chilli,biotic,Chilli Curl Virus,1,test
RAW_DATA\01_Chilli\biotic\Chilli Curl Virus\IMG_20231004_171842_jpg.rf.bebfa5649ae9a66e1d82cea2b2b164b5.jpg,Chilli,biotic,Chilli Curl Virus,1,test
RAW_DATA\01_Chilli\biotic\Chilli Curl Virus\IMG_20231004_171901_jpg.rf.7d6cd42540dedd89d8a1fd5863ce2ed8.jpg,Chilli,biotic,Chilli Curl Virus,1,test
RAW_DATA\01_Chilli\biotic\Chilli Curl Virus\IMG_20231004_171901_jpg.rf.8e5328bfad1a72e5bd51eadca2c6e792.jpg,Chilli,biotic,Chilli Curl Virus,1,test
RAW_DATA\01_Chilli\biotic\Chilli Curl Virus\IMG_20231004_171901_jpg.rf.f8fc81c5b61dbba9957cb132ffd9d32b.jpg,Chilli,biotic,Chilli Curl Virus,1,test
RAW_DATA\01_Chilli\biotic\Chilli Curl Virus\IMG_20231004_171954_jpg.rf.06cf1209c6845546535d5b85cfe55510.jpg,Chilli,biotic,Chilli Curl Virus,1,test
RAW_DATA\01_Chilli\biotic\Chilli Curl Virus\IMG_20231004_171954_jpg.rf.8d4b27cdba411d1d767a809fdfa2fd0c.jpg,Chilli,biotic,Chilli Curl Virus,1,test
RAW_DATA\01_Chilli\biotic\Chilli Curl Virus\IMG_20231004_171954_jpg.rf.d135dc408523d9dd21f6b354d650cae1.jpg,Chilli,biotic,Chilli Curl Virus,1,test
RAW_DATA\01_Chilli\biotic\Chilli Curl Virus\IMG_20231004_172014_jpg.rf.1f381171c4143ce32e720487c5a0d78f.jpg,Chilli,biotic,Chilli Curl Virus,1,test
RAW_DATA\01_Chilli\biotic\Chilli Curl Virus\IMG_20231004_172014_jpg.rf.6bcf1b45407b12bb704ddebf4a403f58.jpg,Chilli,biotic,Chilli Curl Virus,1,test
RAW_DATA\01_Chilli\biotic\Chilli Curl Virus\IMG_20231004_172014_jpg.rf.ca8e2a6cd0f754047d101a1c7594df56.jpg,Chilli,biotic,Chilli Curl Virus,1,test
RAW_DATA\01_Chilli\biotic\Chilli Curl Virus\IMG_20231004_172024_jpg.rf.70ca5e76878122be8fe3365de7808c6f.jpg,Chilli,biotic,Chilli Curl Virus,1,test
RAW_DATA\01_Chilli\biotic\Chilli Curl Virus\IMG_20231004_172024_jpg.rf.5914ac3f3914f818d3d26e9824aeeaac.jpg,Chilli,biotic,Chilli Curl Virus,1,test
RAW_DATA\01_Chilli\biotic\Chilli Curl Virus\IMG_20231004_172024_jpg.rf.f3cf34f4ef605b895f0113a848041814.jpg,Chilli,biotic,Chilli Curl Virus,1,test
RAW_DATA\01_Chilli\biotic\Chilli Curl Virus\IMG_20231004_172041_jpg.rf.5d5d88b39f8cd4fd784279abc00b78f0.jpg,Chilli,biotic,Chilli Curl Virus,1,test
RAW_DATA\01_Chilli\biotic\Chilli Curl Virus\IMG_20231004_172041_jpg.rf.abdb452ff119a813f05754f5d5dc4884.jpg,Chilli,biotic,Chilli Curl Virus,1,test
RAW_DATA\01_Chilli\biotic\Chilli Curl Virus\IMG_20231004_172041_jpg.rf.ba825b19248e3539eb652a2921b6fa4b.jpg,Chilli,biotic,Chilli Curl Virus,1,test
RAW_DATA\01_Chilli\biotic\Chilli Curl Virus\IMG_20231004_172116_jpg.rf.9d084a9cf5c01aed0a00a871ff238faf.jpg,Chilli,biotic,Chilli Curl Virus,1,test
RAW_DATA\01_Chilli\biotic\Chilli Curl Virus\IMG_20231004_172116_jpg.rf.1473200daa9259c8a76f646fd8f2f01b.jpg,Chilli,biotic,Chilli Curl Virus,1,test
RAW_DATA\01_Chilli\biotic\Chilli Curl Virus\IMG_20231004_172116_jpg.rf.fef19f580e628badb833364114aa31d9.jpg,Chilli,biotic,Chilli Curl Virus,1,test
RAW_DATA\01_Chilli\biotic\Chilli Curl Virus\IMG_20231004_172132_jpg.rf.9f9a161bbd3eb508d63ed7a633518b69.jpg,Chilli,biotic,Chilli Curl Virus,1,test
RAW_DATA\01_Chilli\biotic\Chilli Curl Virus\IMG_20231004_172132_jpg.rf.be0f47ba7f465affd9c0077ff63653f5.jpg,Chilli,biotic,Chilli Curl Virus,1,test
RAW_DATA\01_Chilli\biotic\Chilli Curl Virus\IMG_20231004_172132_jpg.rf.cb768bc138c98d68a3e2eb425cb290cc.jpg,Chilli,biotic,Chilli Curl Virus,1,test
RAW_DATA\01_Chilli\biotic\Chilli Curl Virus\IMG_20231004_172141_jpg.rf.7edec625e5f41698fd9c991195852589.jpg,Chilli,biotic,Chilli Curl Virus,1,test
RAW_DATA\01_Chilli\biotic\Chilli Curl Virus\IMG_20231004_172141_jpg.rf.31e1ad963c4e3cc625b0bb86d9c9f5e2.jpg,Chilli,biotic,Chilli Curl Virus,1,test
RAW_DATA\01_Chilli\biotic\Chilli Curl Virus\IMG_20231004_172141_jpg.rf.db3fa8041679a1292bb35f97af631189.jpg,Chilli,biotic,Chilli Curl Virus,1,test
RAW_DATA\01_Chilli\biotic\Chilli Curl Virus\IMG_20231004_172156_jpg.rf.15bad976613290c6af79ba7b3df44ed4.jpg,Chilli,biotic,Chilli Curl Virus,1,test
RAW_DATA\01_Chilli\biotic\Chilli Curl Virus\IMG_20231004_172156_jpg.rf.625cd3e94431daa0511c6284892e016a.jpg,Chilli,biotic,Chilli Curl Virus,1,test
RAW_DATA\01_Chilli\biotic\Chilli Curl Virus\IMG_20231004_172156_jpg.rf.f4fde010a12cffaf83776410593bbf5d.jpg,Chilli,biotic,Chilli Curl Virus,1,test
RAW_DATA\01_Chilli\biotic\Chilli Curl Virus\IMG_20231004_172203_jpg.rf.89d8b599a83144cf8435c7a31b6dfe51.jpg,Chilli,biotic,Chilli Curl Virus,1,test
RAW_DATA\01_Chilli\biotic\Chilli Curl Virus\IMG_20231004_172203_jpg.rf.8662d8ede71092c7a3b1a9bcbccf9fd8.jpg,Chilli,biotic,Chilli Curl Virus,1,test
RAW_DATA\01_Chilli\biotic\Chilli Curl Virus\IMG_20231004_172203_jpg.rf.ae62ff9055f7df48616fd89457e491f1.jpg,Chilli,biotic,Chilli Curl Virus,1,test
RAW_DATA\01_Chilli\biotic\Chilli Curl Virus\IMG_20231004_172225_jpg.rf.b5b54fca8d32c857e7c8a6ccc6415185.jpg,Chilli,biotic,Chilli Curl Virus,1,test
RAW_DATA\01_Chilli\biotic\Chilli Curl Virus\IMG_20231004_172225_jpg.rf.da6e49abb495b350097e83164a8f2a0c.jpg,Chilli,biotic,Chilli Curl Virus,1,test
RAW_DATA\01_Chilli\biotic\Chilli Curl Virus\IMG_20231004_172225_jpg.rf.f29e9808a92a9ed3af339899e1d49169.jpg,Chilli,biotic,Chilli Curl Virus,1,test
RAW_DATA\01_Chilli\biotic\Chilli Curl Virus\IMG_20231004_172250_jpg.rf.35abe0656226787b797527af8cbf17ac.jpg,Chilli,biotic,Chilli Curl Virus,1,test
RAW_DATA\01_Chilli\biotic\Chilli Curl Virus\IMG_20231004_172250_jpg.rf.a4ba949f967fb78b158e4c37eb92f31a.jpg,Chilli,biotic,Chilli Curl Virus,1,test
RAW_DATA\01_Chilli\biotic\Chilli Curl Virus\IMG_20231004_172250_jpg.rf.f0b71f910c14763e29aa4758846948bf.jpg,Chilli,biotic,Chilli Curl Virus,1,test
RAW_DATA\01_Chilli\biotic\Chilli Curl Virus\IMG_20231004_172311_jpg.rf.0c8088ebaafc3e7c653232f28d232989.jpg,Chilli,biotic,Chilli Curl Virus,1,test
RAW_DATA\01_Chilli\biotic\Chilli Curl Virus\IMG_20231004_172311_jpg.rf.2e832627735f72b3edbdbd05af2157a5.jpg,Chilli,biotic,Chilli Curl Virus,1,test
RAW_DATA\01_Chilli\biotic\Chilli Curl Virus\IMG_20231004_172311_jpg.rf.18cc6d58c4d725f7bb991262e403ba03.jpg,Chilli,biotic,Chilli Curl Virus,1,test
RAW_DATA\01_Chilli\biotic\Chilli Curl Virus\IMG_20231008_101357_jpg.rf.0f5393e9182096424cbaf65e97e83552.jpg,Chilli,biotic,Chilli Curl Virus,1,test
RAW_DATA\01_Chilli\biotic\Chilli Curl Virus\IMG_20231008_101357_jpg.rf.78a95b48b904e78e0048dd8482dafcf7.jpg,Chilli,biotic,Chilli Curl Virus,1,test
RAW_DATA\01_Chilli\biotic\Chilli Curl Virus\IMG_20231008_101357_jpg.rf.af252532d33ce6210edb6a867e958345.jpg,Chilli,biotic,Chilli Curl Virus,1,test
