rel_path,crop,category,sub_type,label,split
RAW_DATA\02_Tomato\biotic\Leaf Miner Flies\Leaf Miner Flies_859.jpg,Tomato,biotic,Leaf Miner Flies,1,train
RAW_DATA\02_Tomato\biotic\Leaf Miner Flies\Leaf Miner Flies_86.jpg,Tomato,biotic,Leaf Miner Flies,1,test
RAW_DATA\02_Tomato\biotic\Leaf Miner Flies\Leaf Miner Flies_860.jpg,Tomato,biotic,Leaf Miner Flies,1,train
RAW_DATA\02_Tomato\biotic\Leaf Miner Flies\Leaf Miner Flies_861.jpg,Tomato,biotic,Leaf Miner Flies,1,train
RAW_DATA\02_Tomato\biotic\Leaf Miner Flies\Leaf Miner Flies_862.jpg,Tomato,biotic,Leaf Miner Flies,1,train
RAW_DATA\02_Tomato\biotic\Leaf Miner Flies\Leaf Miner Flies_863.jpg,Tomato,biotic,Leaf Miner Flies,1,test
RAW_DATA\02_Tomato\biotic\Leaf Miner Flies\Leaf Miner Flies_864.jpg,Tomato,biotic,Leaf Miner Flies,1,test
RAW_DATA\02_Tomato\biotic\Leaf Miner Flies\Leaf Miner Flies_865.jpg,Tomato,biotic,Leaf Miner Flies,1,train
RAW_DATA\02_Tomato\biotic\Leaf Miner Flies\Leaf Miner Flies_866.jpg,Tomato,biotic,Leaf Miner Flies,1,test
RAW_DATA\02_Tomato\biotic\Leaf Miner Flies\Leaf Miner Flies_867.jpg,Tomato,biotic,Leaf Miner Flies,1,train
RAW_DATA\02_Tomato\biotic\Leaf Miner Flies\Leaf Miner Flies_868.jpg,Tomato,biotic,Leaf Miner Flies,1,train
RAW_DATA\02_Tomato\biotic\Leaf Miner Flies\Leaf Miner Flies_869.jpg,Tomato,biotic,Leaf Miner Flies,1,train
RAW_DATA\02_Tomato\biotic\Leaf Miner Flies\Leaf Miner Flies_87.jpg,Tomato,biotic,Leaf Miner Flies,1,train
RAW_DATA\02_Tomato\biotic\Leaf Miner Flies\Leaf Miner Flies_870.jpg,Tomato,biotic,Leaf Miner Flies,1,train
RAW_DATA\02_Tomato\biotic\Leaf Miner Flies\Leaf Miner Flies_871.jpg,Tomato,biotic,Leaf Miner Flies,1,train
RAW_DATA\02_Tomato\biotic\Leaf Miner Flies\Leaf Miner Flies_872.jpg,Tomato,biotic,Leaf Miner Flies,1,test
RAW_DATA\02_Tomato\biotic\Leaf Miner Flies\Leaf Miner Flies_873.jpg,Tomato,biotic,Leaf Miner Flies,1,test
RAW_DATA\02_Tomato\biotic\Leaf Miner Flies\Leaf Miner Flies_874.jpg,Tomato,biotic,Leaf Miner Flies,1,test
RAW_DATA\02_Tomato\biotic\Leaf Miner Flies\Leaf Miner Flies_875.jpg,Tomato,biotic,Leaf Miner Flies,1,test
RAW_DATA\02_Tomato\biotic\Leaf Miner Flies\Leaf Miner Flies_876.jpg,Tomato,biotic,Leaf Miner Flies,1,train
RAW_DATA\02_Tomato\biotic\Leaf Miner Flies\Leaf Miner Flies_877.jpg,Tomato,biotic,Leaf Miner Flies,1,test
RAW_DATA\02_Tomato\biotic\Leaf Miner Flies\Leaf Miner Flies_878.jpg,Tomato,biotic,Leaf Miner Flies,1,train
RAW_DATA\02_Tomato\biotic\Leaf Miner Flies\Leaf Miner Flies_879.jpg,Tomato,biotic,Leaf Miner Flies,1,train
RAW_DATA\02_Tomato\biotic\Leaf Miner Flies\Leaf Miner Flies_88.jpg,Tomato,biotic,Leaf Miner Flies,1,train
RAW_DATA\02_Tomato\biotic\Leaf Miner Flies\Leaf Miner Flies_880.jpg,Tomato,biotic,Leaf Miner Flies,1,train
RAW_DATA\02_Tomato\biotic\Leaf Miner Flies\Leaf Miner Flies_881.jpg,Tomato,biotic,Leaf Miner Flies,1,train
RAW_DATA\02_Tomato\biotic\Leaf Miner Flies\Leaf Miner Flies_882.jpg,Tomato,biotic,Leaf Miner Flies,1,test
RAW_DATA\02_Tomato\biotic\Leaf Miner Flies\Leaf Miner Flies_883.jpg,Tomato,biotic,Leaf Miner Flies,1,train
RAW_DATA\02_Tomato\biotic\Leaf Miner Flies\Leaf Miner Flies_884.jpg,Tomato,biotic,Leaf Miner Flies,1,train
RAW_DATA\02_Tomato\biotic\Leaf Miner Flies\Leaf Miner Flies_89.jpg,Tomato,biotic,Leaf Miner Flies,1,train
RAW_DATA\02_Tomato\biotic\Leaf Miner Flies\Leaf Miner Flies_9.jpg,Tomato,biotic,Leaf Miner Flies,1,train
RAW_DATA\02_Tomato\biotic\Leaf Miner Flies\Leaf Miner Flies_90.jpg,Tomato,biotic,Leaf Miner Flies,1,train
RAW_DATA\02_Tomato\biotic\Leaf Miner Flies\Leaf Miner Flies_91.jpg,Tomato,biotic,Leaf Miner Flies,1,train
RAW_DATA\02_Tomato\biotic\Leaf Miner Flies\Leaf Miner Flies_92.jpg,Tomato,biotic,Leaf Miner Flies,1,train
RAW_DATA\02_Tomato\biotic\Leaf Miner Flies\Leaf Miner Flies_93.jpg,Tomato,biotic,Leaf Miner Flies,1,train
RAW_DATA\02_Tomato\biotic\Leaf Miner Flies\Leaf Miner Flies_94.jpg,Tomato,biotic,Leaf Miner Flies,1,train
RAW_DATA\02_Tomato\biotic\Leaf Miner Flies\Leaf Miner Flies_95.jpg,Tomato,biotic,Leaf Miner Flies,1,train
RAW_DATA\02_Tomato\biotic\Leaf Miner Flies\Leaf Miner Flies_96.jpg,Tomato,biotic,Leaf Miner Flies,1,train
RAW_DATA\02_Tomato\biotic\Leaf Miner Flies\Leaf Miner Flies_97.jpg,Tomato,biotic,Leaf Miner Flies,1,train
RAW_DATA\02_Tomato\biotic\Leaf Miner Flies\Leaf Miner Flies_98.jpg,Tomato,biotic,Leaf Miner Flies,1,test
RAW_DATA\02_Tomato\biotic\Leaf Miner Flies\Leaf Miner Flies_99.jpg,Tomato,biotic,Leaf Miner Flies,1,train
RAW_DATA\02_Tomato\biotic\Tomato septoria leaf spot\01f54ad9-9c03-4ffd-86f4-829fc2939120___Matt-S_CG-0702_JPG.rf.6c8d5606e742a778c37f12a688e8010b.jpg,Tomato,biotic,Tomato septoria leaf spot,1,train
RAW_DATA\02_Tomato\biotic\Tomato septoria leaf spot\01f54ad9-9c03-4ffd-86f4-829fc2939120___Matt-S_CG-0702_JPG.rf.926654488449d0d3864ec23a85685e88.jpg,Tomato,biotic,Tomato septoria leaf spot,1,train
RAW_DATA\02_Tomato\biotic\Tomato septoria leaf spot\01f54ad9-9c03-4ffd-86f4-829fc2939120___Matt.S_CG 0702.JPG,Tomato,biotic,Tomato septoria leaf spot,1,train
RAW_DATA\02_Tomato\biotic\Tomato septoria leaf spot\01f54ad9-9c03-4ffd-86f4-829fc2939120___Matt.S_CG 0702_180deg.JPG,Tomato,biotic,Tomato septoria leaf spot,1,test
RAW_DATA\02_Tomato\biotic\Tomato septoria leaf spot\01f54ad9-9c03-4ffd-86f4-829fc2939120___Matt.S_CG 0702_flipTB.JPG,Tomato,biotic,Tomato septoria leaf spot,1,test
RAW_DATA\02_Tomato\biotic\Tomato septoria leaf spot\02ab6821-757a-401b-ac04-919fdceee1f0___Matt-S_CG-1653_JPG.rf.95a1de3133a37a7e94c209e02b56b391.jpg,Tomato,biotic,Tomato septoria leaf spot,1,test
RAW_DATA\02_Tomato\biotic\Tomato septoria leaf spot\02ab6821-757a-401b-ac04-919fdceee1f0___Matt-S_CG-1653_JPG.rf.c35231d04c92f2ae27cd9572a80d3653.jpg,Tomato,biotic,Tomato septoria leaf spot,1,train
RAW_DATA\02_Tomato\biotic\Tomato septoria leaf spot\02ab6821-757a-401b-ac04-919fdceee1f0___Matt.S_CG 1653.JPG,Tomato,biotic,Tomato septoria leaf spot,1,train
RAW_DATA\02_Tomato\biotic\Tomato septoria leaf spot\02b079eb-8c74-42bf-b956-d3aecdb9d4ad___JR_Sept.L.S 8522.JPG,Tomato,biotic,Tomato septoria leaf spot,1,train
RAW_DATA\02_Tomato\biotic\Tomato septoria leaf spot\02b079eb-8c74-42bf-b956-d3aecdb9d4ad___JR_Sept.L.S 8522_180deg.JPG,Tomato,biotic,Tomato septoria leaf spot,1,test
RAW_DATA\02_Tomato\biotic\Tomato septoria leaf spot\02b079eb-8c74-42bf-b956-d3aecdb9d4ad___JR_Sept.L.S 8522_flipTB.JPG,Tomato,biotic,Tomato septoria leaf spot,1,test
RAW_DATA\02_Tomato\biotic\Tomato septoria leaf spot\02d2c484-8bdb-4ef2-8d07-0bdb3ac330cc___Matt-S_CG-0975_JPG.rf.7b43403d9599baf6b4029f386efcaf36.jpg,Tomato,biotic,Tomato septoria leaf spot,1,test
RAW_DATA\02_Tomato\biotic\Tomato septoria leaf spot\02d2c484-8bdb-4ef2-8d07-0bdb3ac330cc___Matt-S_CG-0975_JPG.rf.cc2460607c3c2601b8db6378f3189bc0.jpg,Tomato,biotic,Tomato septoria leaf spot,1,test
RAW_DATA\02_Tomato\biotic\Tomato septoria leaf spot\02d2c484-8bdb-4ef2-8d07-0bdb3ac330cc___Matt.S_CG 0975_180deg.JPG,Tomato,biotic,Tomato septoria leaf spot,1,train
RAW_DATA\02_Tomato\biotic\Tomato septoria leaf spot\02d2c484-8bdb-4ef2-8d07-0bdb3ac330cc___Matt.S_CG 0975_flipTB.JPG,Tomato,biotic,Tomato septoria leaf spot,1,train
RAW_DATA\02_Tomato\biotic\Tomato septoria leaf spot\03b3e88f-63ad-49e1-88c2-b8bfffd6aaf6___Matt-S_CG-1226_JPG.rf.d56d76e7b2d5002d5f59943e1af01f2d.jpg,Tomato,biotic,Tomato septoria leaf spot,1,train
RAW_DATA\02_Tomato\biotic\Tomato septoria leaf spot\03b3e88f-63ad-49e1-88c2-b8bfffd6aaf6___Matt-S_CG-1226_JPG.rf.eba3b0e75cace81268ea3c9ebd032d9a.jpg,Tomato,biotic,Tomato septoria leaf spot,1,train
RAW_DATA\02_Tomato\biotic\Tomato septoria leaf spot\03b3e88f-63ad-49e1-88c2-b8bfffd6aaf6___Matt.S_CG 1226_180deg.JPG,Tomato,biotic,Tomato septoria leaf spot,1,test
RAW_DATA\02_Tomato\biotic\Tomato septoria leaf spot\0a146952-538a-41e5-a422-b5d50e91771e___Matt.S_CG 6079.JPG,Tomato,biotic,Tomato septoria leaf spot,1,train
RAW_DATA\02_Tomato\biotic\Tomato septoria leaf spot\0a76257e-6a78-459b-8f51-a266805121eb___Matt.S_CG 2527.JPG,Tomato,biotic,Tomato septoria leaf spot,1,train
RAW_DATA\02_Tomato\biotic\Tomato septoria leaf spot\0aa486df-97b6-4764-89a9-d193e16aabbb___Keller.St_CG 1931_flipTB.JPG,Tomato,biotic,Tomato septoria leaf spot,1,train
RAW_DATA\02_Tomato\biotic\Tomato septoria leaf spot\0ab271a7-765e-4675-8bfc-e249c0c86fdd___Keller.St_CG 1778.JPG,Tomato,biotic,Tomato septoria leaf spot,1,train
RAW_DATA\02_Tomato\biotic\Tomato septoria leaf spot\0ab271a7-765e-4675-8bfc-e249c0c86fdd___Keller.St_CG 1778_180deg.JPG,Tomato,biotic,Tomato septoria leaf spot,1,train
RAW_DATA\02_Tomato\biotic\Tomato septoria leaf spot\0ab271a7-765e-4675-8bfc-e249c0c86fdd___Keller.St_CG 1778_flipTB.JPG,Tomato,biotic,Tomato septoria leaf spot,1,train
RAW_DATA\02_Tomato\biotic\Tomato septoria leaf spot\0af9f990-ad92-4411-8623-4498ca4805ce___Keller.St_CG 1942.JPG,Tomato,biotic,Tomato septoria leaf spot,1,train
RAW_DATA\02_Tomato\biotic\Tomato septoria leaf spot\0af9f990-ad92-4411-8623-4498ca4805ce___Keller.St_CG 1942_180deg.JPG,Tomato,biotic,Tomato septoria leaf spot,1,train
RAW_DATA\02_Tomato\biotic\Tomato septoria leaf spot\0af9f990-ad92-4411-8623-4498ca4805ce___Keller.St_CG 1942_flipTB.JPG,Tomato,biotic,Tomato septoria leaf spot,1,train
RAW_DATA\02_Tomato\biotic\Tomato septoria leaf spot\0b23b869-cfa6-40d7-a683-f4637d91ebff___Matt-S_CG-1286_JPG.rf.1b6c822483d2ad03013f08aa5b6258b1.jpg,Tomato,biotic,Tomato septoria leaf spot,1,test
RAW_DATA\02_Tomato\biotic\Tomato septoria leaf spot\0b23b869-cfa6-40d7-a683-f4637d91ebff___Matt-S_CG-1286_JPG.rf.57b122b1f4cc308e2d4106112036caf3.jpg,Tomato,biotic,Tomato septoria leaf spot,1,train
RAW_DATA\02_Tomato\biotic\Tomato septoria leaf spot\0b23b869-cfa6-40d7-a683-f4637d91ebff___Matt.S_CG 1286.JPG,Tomato,biotic,Tomato septoria leaf spot,1,train
RAW_DATA\02_Tomato\biotic\Tomato septoria leaf spot\0b23b869-cfa6-40d7-a683-f4637d91ebff___Matt.S_CG 1286_180deg.JPG,Tomato,biotic,Tomato septoria leaf spot,1,train
RAW_DATA\02_Tomato\biotic\Tomato septoria leaf spot\0b23b869-cfa6-40d7-a683-f4637d91ebff___Matt.S_CG 1286_flipTB.JPG,Tomato,biotic,Tomato septoria leaf spot,1,train
RAW_DATA\02_Tomato\biotic\Tomato septoria leaf spot\0b36c5a2-6c9f-40d9-af4b-d4b0e66997da___Matt.S_CG 6653.JPG,Tomato,biotic,Tomato septoria leaf spot,1,train
RAW_DATA\02_Tomato\biotic\Tomato septoria leaf spot\0b36c5a2-6c9f-40d9-af4b-d4b0e66997da___Matt.S_CG 6653_180deg.JPG,Tomato,biotic,Tomato septoria leaf spot,1,test
RAW_DATA\02_Tomato\biotic\Tomato septoria leaf spot\0b36c5a2-6c9f-40d9-af4b-d4b0e66997da___Matt.S_CG 6653_flipTB.JPG,Tomato,biotic,Tomato septoria leaf spot,1,train
RAW_DATA\02_Tomato\biotic\Tomato septoria leaf spot\0b4886e5-a065-44c1-aa19-bd166922d3de___JR_Sept.L.S 8498_flipTB.JPG,Tomato,biotic,Tomato septoria leaf spot,1,train
RAW_DATA\02_Tomato\biotic\Tomato septoria leaf spot\0b6a9374-858d-49ce-8a94-ab57c957718c___Matt-S_CG-2488_JPG.rf.4bb8aa7b4b1fc7e6808689e653a16b6e.jpg,Tomato,biotic,Tomato septoria leaf spot,1,train
RAW_DATA\02_Tomato\biotic\Tomato septoria leaf spot\0b6a9374-858d-49ce-8a94-ab57c957718c___Matt-S_CG-2488_JPG.rf.ea0ce0f5dfc2287d903c7fe5bacac5a1.jpg,Tomato,biotic,Tomato septoria leaf spot,1,train
RAW_DATA\02_Tomato\biotic\Tomato septoria leaf spot\0b6a9374-858d-49ce-8a94-ab57c957718c___Matt.S_CG 2488.JPG,Tomato,biotic,Tomato septoria leaf spot,1,test
RAW_DATA\02_Tomato\biotic\Tomato septoria leaf spot\0b6a9374-858d-49ce-8a94-ab57c957718c___Matt.S_CG 2488_180deg.JPG,Tomato,biotic,Tomato septoria leaf spot,1,test
RAW_DATA\02_Tomato\biotic\Tomato septoria leaf spot\0b6a9374-858d-49ce-8a94-ab57c957718c___Matt.S_CG 2488_flipTB.JPG,Tomato,biotic,Tomato septoria leaf spot,1,train
RAW_DATA\02_Tomato\biotic\Tomato septoria leaf spot\0bbf4db7-38a1-4d5c-8fd7-503e9f37ef8f___Matt-S_CG-7848_JPG.rf.2acbbcafd2d7e1a3762bc7be9235a8fa.jpg,Tomato,biotic,Tomato septoria leaf spot,1,test
RAW_DATA\02_Tomato\biotic\Tomato septoria leaf spot\0bbf4db7-38a1-4d5c-8fd7-503e9f37ef8f___Matt-S_CG-7848_JPG.rf.3f32bc09f9c95656d8223889c3a61797.jpg,Tomato,biotic,Tomato septoria leaf spot,1,train
RAW_DATA\02_Tomato\biotic\Tomato septoria leaf spot\0bbf4db7-38a1-4d5c-8fd7-503e9f37ef8f___Matt.S_CG 7848.JPG,Tomato,biotic,Tomato septoria leaf spot,1,train
RAW_DATA\02_Tomato\biotic\Tomato septoria leaf spot\0bbf4db7-38a1-4d5c-8fd7-503e9f37ef8f___Matt.S_CG 7848_flipTB.JPG,Tomato,biotic,Tomato septoria leaf spot,1,train
RAW_DATA\02_Tomato\biotic\Tomato septoria leaf spot\0bcb24a9-bf45-4008-b9df-1c729f977b17___Matt.S_CG 7835.JPG,Tomato,biotic,Tomato septoria leaf spot,1,train
RAW_DATA\02_Tomato\biotic\Tomato septoria leaf spot\0bcb24a9-bf45-4008-b9df-1c729f977b17___Matt.S_CG 7835_180deg.JPG,Tomato,biotic,Tomato septoria leaf spot,1,train
RAW_DATA\02_Tomato\biotic\Tomato septoria leaf spot\0bcb24a9-bf45-4008-b9df-1c729f977b17___Matt.S_CG 7835_flipTB.JPG,Tomato,biotic,Tomato septoria leaf spot,1,train
RAW_DATA\02_Tomato\biotic\Tomato septoria leaf spot\0c1aa7e5-a820-4fb8-8bc2-623a6056e749___JR_Sept-L-S-2659_JPG.rf.68a0a9a241d82d0454bc42c15434cb96.jpg,Tomato,biotic,Tomato septoria leaf spot,1,train
RAW_DATA\02_Tomato\biotic\Tomato septoria leaf spot\0c1aa7e5-a820-4fb8-8bc2-623a6056e749___JR_Sept-L-S-2659_JPG.rf.d27b67648aebf6d8425a1016500d89f8.jpg,Tomato,biotic,Tomato septoria leaf spot,1,train
RAW_DATA\02_Tomato\biotic\Tomato septoria leaf spot\0c1aa7e5-a820-4fb8-8bc2-623a6056e749___JR_Sept.L.S 2659.JPG,Tomato,biotic,Tomato septoria leaf spot,1,train
RAW_DATA\02_Tomato\biotic\Tomato septoria leaf spot\0c1aa7e5-a820-4fb8-8bc2-623a6056e749___JR_Sept.L.S 2659_180deg.JPG,Tomato,biotic,Tomato septoria leaf spot,1,train
RAW_DATA\02_Tomato\biotic\Tomato septoria leaf spot\0c1aa7e5-a820-4fb8-8bc2-623a6056e749___JR_Sept.L.S 2659_flipTB.JPG,Tomato,biotic,Tomato septoria leaf spot,1,train
RAW_DATA\02_Tomato\biotic\Tomato septoria leaf spot\0c48052c-232b-4ea7-b77d-322f5f642612___Matt.S_CG 7724.JPG,Tomato,biotic,Tomato septoria leaf spot,1,train
RAW_DATA\02_Tomato\biotic\Tomato septoria leaf spot\0c48052c-232b-4ea7-b77d-322f5f642612___Matt.S_CG 7724_180deg.JPG,Tomato,biotic,Tomato septoria leaf spot,1,train
RAW_DATA\02_Tomato\biotic\Tomato septoria leaf spot\0c48052c-232b-4ea7-b77d-322f5f642612___Matt.S_CG 7724_flipTB.JPG,Tomato,biotic,Tomato septoria leaf spot,1,train
RAW_DATA\02_Tomato\biotic\Tomato septoria leaf spot\0c4935b6-8f13-4148-b5e6-19404d49fc78___Matt.S_CG 2733.JPG,Tomato,biotic,Tomato septoria leaf spot,1,train
RAW_DATA\02_Tomato\biotic\Tomato septoria leaf spot\0c4935b6-8f13-4148-b5e6-19404d49fc78___Matt.S_CG 2733_180deg.JPG,Tomato,biotic,Tomato septoria leaf spot,1,train
RAW_DATA\02_Tomato\biotic\Tomato septoria leaf spot\0c4935b6-8f13-4148-b5e6-19404d49fc78___Matt.S_CG 2733_flipTB.JPG,Tomato,biotic,Tomato septoria leaf spot,1,train
RAW_DATA\02_Tomato\biotic\Tomato septoria leaf spot\0c8fd2f4-9c26-4e6d-90b5-fae10602579c___Matt.S_CG 1072.JPG,Tomato,biotic,Tomato septoria leaf spot,1,train
RAW_DATA\02_Tomato\biotic\Tomato septoria leaf spot\0c8fd2f4-9c26-4e6d-90b5-fae10602579c___Matt.S_CG 1072_180deg.JPG,Tomato,biotic,Tomato septoria leaf spot,1,train
RAW_DATA\02_Tomato\biotic\Tomato septoria leaf spot\0c8fd2f4-9c26-4e6d-90b5-fae10602579c___Matt.S_CG 1072_flipTB.JPG,Tomato,biotic,Tomato septoria leaf spot,1,train
RAW_DATA\02_Tomato\biotic\Tomato septoria leaf spot\0ca7ed02-4540-47df-b01d-194b23226a2d___Matt.S_CG 1733.JPG,Tomato,biotic,Tomato septoria leaf spot,1,test
RAW_DATA\02_Tomato\biotic\Tomato septoria leaf spot\0ca7ed02-4540-47df-b01d-194b23226a2d___Matt.S_CG 1733_flipTB.JPG,Tomato,biotic,Tomato septoria leaf spot,1,train
RAW_DATA\02_Tomato\biotic\Tomato septoria leaf spot\0cba2d69-c73b-472b-9fc1-beca9b3f02a0___JR_Sept.L.S 8369.JPG,Tomato,biotic,Tomato septoria leaf spot,1,train
RAW_DATA\02_Tomato\biotic\Tomato septoria leaf spot\0cba2d69-c73b-472b-9fc1-beca9b3f02a0___JR_Sept.L.S 8369_180deg.JPG,Tomato,biotic,Tomato septoria leaf spot,1,train
RAW_DATA\02_Tomato\biotic\Tomato septoria leaf spot\0cba2d69-c73b-472b-9fc1-beca9b3f02a0___JR_Sept.L.S 8369_flipTB.JPG,Tomato,biotic,Tomato septoria leaf spot,1,train
RAW_DATA\02_Tomato\biotic\Tomato septoria leaf spot\0cff7307-2103-4aaf-b2af-899221b15e34___Matt.S_CG 7756_180deg.JPG,Tomato,biotic,Tomato septoria leaf spot,1,train
RAW_DATA\02_Tomato\biotic\Tomato septoria leaf spot\0cff7307-2103-4aaf-b2af-899221b15e34___Matt.S_CG 7756_flipTB.JPG,Tomato,biotic,Tomato septoria leaf spot,1,test
RAW_DATA\02_Tomato\biotic\Tomato septoria leaf spot\0d12d6ee-bc90-413e-8638-e476cd8ba8ee___Keller.St_CG 1840.JPG,Tomato,biotic,Tomato septoria leaf spot,1,train
RAW_DATA\02_Tomato\biotic\Tomato septoria leaf spot\0d12d6ee-bc90-413e-8638-e476cd8ba8ee___Keller.St_CG 1840_180deg.JPG,Tomato,biotic,Tomato septoria leaf spot,1,train
RAW_DATA\02_Tomato\biotic\Tomato septoria leaf spot\0d1ab917-ea01-43d7-8a63-232bffcfbb08___Keller-St_CG-1769_JPG.rf.6d075540c78508ee8aa4550951617cdd.jpg,Tomato,biotic,Tomato septoria leaf spot,1,train
RAW_DATA\02_Tomato\biotic\Tomato septoria leaf spot\0d1ab917-ea01-43d7-8a63-232bffcfbb08___Keller-St_CG-1769_JPG.rf.a7269d540cca24146652ffe3f3dfe235.jpg,Tomato,biotic,Tomato septoria leaf spot,1,train
RAW_DATA\02_Tomato\biotic\Tomato septoria leaf spot\0d1ab917-ea01-43d7-8a63-232bffcfbb08___Keller.St_CG 1769.JPG,Tomato,biotic,Tomato septoria leaf spot,1,train
RAW_DATA\02_Tomato\biotic\Tomato septoria leaf spot\0d1ab917-ea01-43d7-8a63-232bffcfbb08___Keller.St_CG 1769_flipTB.JPG,Tomato,biotic,Tomato septoria leaf spot,1,train
RAW_DATA\02_Tomato\biotic\Tomato septoria leaf spot\0d1d305a-e4d1-4037-b0bd-1276c5200488___Matt-S_CG-1542_JPG.rf.2c6a9c2cb26ebc5d5a4cbca52d1c9b46.jpg,Tomato,biotic,Tomato septoria leaf spot,1,train
RAW_DATA\02_Tomato\biotic\Tomato septoria leaf spot\0d1d305a-e4d1-4037-b0bd-1276c5200488___Matt-S_CG-1542_JPG.rf.2cae8fe6e8db221033c8391268826140.jpg,Tomato,biotic,Tomato septoria leaf spot,1,test
RAW_DATA\02_Tomato\biotic\Tomato septoria leaf spot\0d1d305a-e4d1-4037-b0bd-1276c5200488___Matt.S_CG 1542.JPG,Tomato,biotic,Tomato septoria leaf spot,1,train
RAW_DATA\02_Tomato\biotic\Tomato septoria leaf spot\0d1d305a-e4d1-4037-b0bd-1276c5200488___Matt.S_CG 1542_180deg.JPG,Tomato,biotic,Tomato septoria leaf spot,1,train
RAW_DATA\02_Tomato\biotic\Tomato septoria leaf spot\0d1d305a-e4d1-4037-b0bd-1276c5200488___Matt.S_CG 1542_flipTB.JPG,Tomato,biotic,Tomato septoria leaf spot,1,train
RAW_DATA\02_Tomato\biotic\Tomato septoria leaf spot\0d60ecc0-bb8e-4c07-9ad7-5e78aed53b1c___Matt.S_CG 6645.JPG,Tomato,biotic,Tomato septoria leaf spot,1,train
RAW_DATA\02_Tomato\biotic\Tomato septoria leaf spot\0d60ecc0-bb8e-4c07-9ad7-5e78aed53b1c___Matt.S_CG 6645_180deg.JPG,Tomato,biotic,Tomato septoria leaf spot,1,test
RAW_DATA\02_Tomato\biotic\Tomato septoria leaf spot\0d8187e2-00e2-40e7-b1a5-c94db561057c___JR_Sept.L.S 8439.JPG,Tomato,biotic,Tomato septoria leaf spot,1,train
RAW_DATA\02_Tomato\biotic\Tomato septoria leaf spot\0d8187e2-00e2-40e7-b1a5-c94db561057c___JR_Sept.L.S 8439_180deg.JPG,Tomato,biotic,Tomato septoria leaf spot,1,train
RAW_DATA\02_Tomato\biotic\Tomato septoria leaf spot\0d8187e2-00e2-40e7-b1a5-c94db561057c___JR_Sept.L.S 8439_flipTB.JPG,Tomato,biotic,Tomato septoria leaf spot,1,train
RAW_DATA\02_Tomato\biotic\Tomato septoria leaf spot\0df95a30-e5bd-4fec-8271-c2de4e79a7e7___Keller-St_CG-1978_JPG.rf.5686d9d49d396923c11c8cff43730ed1.jpg,Tomato,biotic,Tomato septoria leaf spot,1,train
RAW_DATA\02_Tomato\biotic\Tomato septoria leaf spot\0df95a30-e5bd-4fec-8271-c2de4e79a7e7___Keller-St_CG-1978_JPG.rf.c5bf185fb9992c227b53033b08552502.jpg,Tomato,biotic,Tomato septoria leaf spot,1,train
RAW_DATA\02_Tomato\biotic\Tomato septoria leaf spot\0df95a30-e5bd-4fec-8271-c2de4e79a7e7___Keller.St_CG 1978.JPG,Tomato,biotic,Tomato septoria leaf spot,1,test
RAW_DATA\02_Tomato\biotic\Tomato septoria leaf spot\0df95a30-e5bd-4fec-8271-c2de4e79a7e7___Keller.St_CG 1978_180deg.JPG,Tomato,biotic,Tomato septoria leaf spot,1,train
RAW_DATA\02_Tomato\biotic\Tomato septoria leaf spot\0df95a30-e5bd-4fec-8271-c2de4e79a7e7___Keller.St_CG 1978_flipTB.JPG,Tomato,biotic,Tomato septoria leaf spot,1,train
RAW_DATA\02_Tomato\biotic\Tomato septoria leaf spot\0ea612c0-8416-4771-a8bb-d5d255800f94___JR_Sept-L-S-8533_JPG.rf.15ca7433731d1ded6bb2161e76271f2d.jpg,Tomato,biotic,Tomato septoria leaf spot,1,train
RAW_DATA\02_Tomato\biotic\Tomato septoria leaf spot\0ea612c0-8416-4771-a8bb-d5d255800f94___JR_Sept-L-S-8533_JPG.rf.6cf9b7dcce909f7c1730c7221c9fb703.jpg,Tomato,biotic,Tomato septoria leaf spot,1,train
RAW_DATA\02_Tomato\biotic\Tomato septoria leaf spot\0ea612c0-8416-4771-a8bb-d5d255800f94___JR_Sept.L.S 8533.JPG,Tomato,biotic,Tomato septoria leaf spot,1,train
RAW_DATA\02_Tomato\biotic\Tomato septoria leaf spot\0ea612c0-8416-4771-a8bb-d5d255800f94___JR_Sept.L.S 8533_180deg.JPG,Tomato,biotic,Tomato septoria leaf spot,1,train
RAW_DATA\02_Tomato\biotic\Tomato septoria leaf spot\0ea8a7c0-74f4-404b-81f4-233e501dab60___Matt-S_CG-6731_JPG.rf.bd2ac876c498d10f153f488008d6560a.jpg,Tomato,biotic,Tomato septoria leaf spot,1,train
RAW_DATA\02_Tomato\biotic\Tomato septoria leaf spot\0ea8a7c0-74f4-404b-81f4-233e501dab60___Matt-S_CG-6731_JPG.rf.d9a82362a5511131e695eee48d3f2f41.jpg,Tomato,biotic,Tomato septoria leaf spot,1,train
RAW_DATA\02_Tomato\biotic\Tomato septoria leaf spot\0ea8a7c0-74f4-404b-81f4-233e501dab60___Matt.S_CG 6731.JPG,Tomato,biotic,Tomato septoria leaf spot,1,train
RAW_DATA\02_Tomato\biotic\Tomato septoria leaf spot\0ea8a7c0-74f4-404b-81f4-233e501dab60___Matt.S_CG 6731_flipTB.JPG,Tomato,biotic,Tomato septoria leaf spot,1,test
